family	bionomial_name
Methanosarcinaceae	Methanosarcina vacuolata
Methanosarcinaceae	Methanosarcina vacuolata
Methanosarcinaceae	Methanosarcina vacuolata
Methanosarcinaceae	Methanosarcina vacuolata
Methanospirillaceae	Methanospirillum stamsii
Methanobacteriaceae	Methanothermobacter crinale
Methanococcaceae	Methanothermococcus okinawensis
Methanothermaceae	Methanothermus fervidus
Methanocaldococcaceae	Methanotorris formicicus
Methylococcaceae	Methylobacter bovis
Methylococcaceae	Methylobacter chroococcum
Methylococcaceae	Methylobacter vinelandii
Methylococcaceae	Methylococcus capsulatus
Methylocystaceae	Methylocystis echinoides
Methylocystaceae	Methylocystis methanolicus
Methylocystaceae	Methylocystis minimus
Methylocystaceae	Methylocystis parvus
Methylocystaceae	Methylocystis pyriformis
Methylococcaceae	Methylomonas methanica
Methylocystaceae	Methylosinus sporium
Methylocystaceae	Methylosinus trichosporium
Microbacteriaceae	Microcella putealis
Microbacteriaceae	Microcella putealis
Microbacteriaceae	Microcella putealis
Chromulinaceae	Monas sp.
Monascidae	Monascus ruber
Monascidae	Monascus ruber
Monascidae	Monascus ruber
Monascidae	Monascus ruber
Monascidae	Monascus ruber
Monascidae	Monascus ruber
Monascidae	Monascus ruber
Monascidae	Monascus ruber
Monascidae	Monascus ruber
Monascidae	Monascus ruber
Monascidae	Monascus ruber
Monascidae	Monascus ruber
Monascidae	Monascus ruber
Monascidae	Monascus ruber
Monascidae	Monascus ruber
Monascidae	Monascus ruber
Thermoanaerobacteraceae	Moorella gycerini
Moraxellaceae	Moraxella sp.
Moraxellaceae	Moraxella sp.
Mucoraceae	Mucor racemosus
Mucoraceae	Mucor racemosus
Mucoraceae	Mucor racemosus
Mucoraceae	Mucor racemosus
Mucoraceae	Mucor racemosus
Mucoraceae	Mucor racemosus
Mucoraceae	Mucor racemosus
Mucoraceae	Mucor racemosus
Mucoraceae	Mucor racemosus
Mucoraceae	Mucor racemosus
Mucoraceae	Mucor racemosus
Mucoraceae	Mucor racemosus
Mucoraceae	Mucor racemosus
Mucoraceae	Mucor racemosus
Mucoraceae	Mucor racemosus
Mucoraceae	Mucor racemosus
Muridae	Mus musculus
Pteromalidae	Muscidifurax raptor
Pteromalidae	Muscidifurax raptor
Pteromalidae	Muscidifurax raptorellus
Pteromalidae	Muscidifurax zaraptor
Aphididae	Myzus persicae
Aphididae	Myzus persicae
Monodopsidaceae	Nannochloropsis oceanica
Natrialbaceae	Natrialba asiatica
Natrialbaceae	Natrinema pellirubrum
Halobacteroidaceae	Natroniella acetigena
Natrialbaceae	Natronobacterium gregoryi
Natrialbaceae	Natronococcus occultus
Haloarculaceae	Natronomonas bangense
Haloarculaceae	Natronomonas pharaonis
Nautiliaceae	Nautilia abyssi
Nautiliaceae	Nautilia nitratireducens
Nautiliaceae	Nautilia profundicola
Naviculaceae	Navicula sp.
Naviculaceae	Navicula sp.
Globorotaliidae	Neogloboquadrina dutertrei
Globorotaliidae	Neogloboquadrina pachyderma
Phytoseiidae	Neoseiulus baraki
Coccinellidae	Nephaspis oculatus
Coccinellidae	Nephus bisignatus
Coccinellidae	Nephus includens
Sordariaceae	Neurospora crassa
Rhodospirillaceae	Nisaea denitrificans
Nautiliaceae	Nitratifractor salsuginis
Nautiliaceae	Nitratiruptor tergarcus
Bacillariaceae	Nitzchia kerguelensis
Bacillariaceae	Nitzchia kerguelensis
Bacillariaceae	Nitzchia kerguelensis
Bacillariaceae	Nitzchia kerguelensis
Bacillariaceae	Nitzschia cylindrus
Bacillariaceae	Nitzschia cylindrus
Bacillariaceae	Nitzschia cylindrus
Bacillariaceae	Nitzschia cylindrus
Bacillariaceae	Nitzschia seriata
Bacillariaceae	Nitzschia sp.
Bacillariaceae	Nitzschia turgiduloides
Bacillariaceae	Nitzschia turgiduloides
Bacillariaceae	Nitzschia turgiduloides
Bacillariaceae	Nitzschia turgiduloides
Noctilucaceae	Noctiluca scintillans
Nostocaceae	Nostoc muscorum
Heterochloridaceae	Olisthodiscus luteus
Globigerinidae	Orbulina universa
Silvanidae	Oryzaephilus surinamensis
Silvanidae	Oryzaephilus surinamensis
Silvanidae	Oryzaephilus surinamensis
Silvanidae	Oryzaephilus surinamensis
Silvanidae	Oryzaephilus surinamensis
Silvanidae	Oryzaephilus surinamensis
Silvanidae	Oryzaephilus surinamensis
Thermococcaceae	Palaeococcus ferrophilus
Thermococcaceae	Palaeococcus helgesonii
Rhodobacteraceae	Paracoccus halodenitrificans
Rhodobacteraceae	Paracoccus halodenitrificans
Rhodobacteraceae	Paracoccus halodenitrificans
Rhodobacteraceae	Paracoccus halodenitrificans
Flabellulidae	Paraflabellula reniformis
Paraphysomonadaceae	Paraphysomonas imperforata
Peptococcaceae	Pelotomaculum thermopropionicum
Hydrogenothermaceae	Persephonella guaymasensis
Hydrogenothermaceae	Persephonella hydrogeniphil
Hydrogenothermaceae	Persephonella marina
Thermotogaceae	Petrotoga miotherma
Thermotogaceae	Petrotoga olearia
Phaeocystaceae	Phaeocystis globosa
Phaeocystaceae	Phaeocystis pouchetii
Phaeocystaceae	Phaeocystis pouchetii
Phaeocystaceae	Phaeocystis pouchetii
Phaeodactylaceae	Phaeodactylum tricornutum
Phaeodactylaceae	Phaeodactylum tricornutum
Phaeodactylaceae	Phaeodactylum tricornutum
Vibrionaceae	Photobacterium frigidiphilum
Pichiaceae	Pichia fermentans
Picrophilaceae	Picrophilus oshimae
Vannellidae	Platyamoeba sp.
Chydoridae	Pleuroxus uncinatus
Plutellidae	Plutella xylostella
Porphyridiaceae	Porphyridium purpureum
Erythrobacteraceae	Porphyrobacter cryptus
Erythrobacteraceae	Porphyrobacter cryptus
Erythrobacteraceae	Porphyrobacter cryptus
Erythrobacteraceae	Porphyrobacter tepidarius
Braconidae	Praon palitans
Prochloraceae	Prochlorococcus marinus
Pseudanabaenaceae	Prochlorothrix hollandica
Oceanospirillaceae	Profundimonas piezophila
Coccinellidae	Propylea dissecta
Plasmodiidae	Protogonyaulax tamarensis
Pseudoalteromonadaceae	Pseudoalteromonas antarctica
Pseudomonadaceae	Pseudomonas aeruginosa
Pseudomonadaceae	Pseudomonas aeruginosa
Pseudomonadaceae	Pseudomonas aeruginosa
Pseudomonadaceae	Pseudomonas fluorescens
Pseudomonadaceae	Pseudomonas fluorescens
Pseudomonadaceae	Pseudomonas fluorescens
Pseudomonadaceae	Pseudomonas fluorescens
Pseudomonadaceae	Pseudomonas fluorescens
Pseudomonadaceae	Pseudomonas fluorescens
Pseudomonadaceae	Pseudomonas fluorescens
Pseudomonadaceae	Pseudomonas fluorescens
Pseudomonadaceae	Pseudomonas fluorescens
Pseudomonadaceae	Pseudomonas fluorescens
Pseudomonadaceae	Pseudomonas putida
Pseudomonadaceae	Pseudomonas sp.
Pseudomonadaceae	Pseudomonas sp.
Pseudomonadaceae	Pseudomonas sp.
Pseudomonadaceae	Pseudomonas sp.
Pseudomonadaceae	Pseudomonas sp.
Pseudomonadaceae	Pseudomonas sp.
Pseudomonadaceae	Pseudomonas sp.
Pseudomonadaceae	Pseudomonas sp.
Pseudomonadaceae	Pseudomonas sp.
Pseudomonadaceae	Pseudomonas sp.
Pseudomonadaceae	Pseudomonas thermotolerans
Xanthomonadaceae	Pseudoxanthomonas broegbernensis
Xanthomonadaceae	Pseudoxanthomonas taiwanensi
Moraxellaceae	Psychrobacter cryopegella
Moraxellaceae	Psychrobacter glacincola
Moraxellaceae	Psychrobacter immobilis
Moraxellaceae	Psychrobacter muriicola
Moraxellaceae	Psychrobacter sp.
Moraxellaceae	Psychrobacter sp.
Flavobacteriaceae	Psychroflexus torquis
Psychromonadaceae	Psychromonas antarctica
Psychromonadaceae	Psychromonas antarctica
Psychromonadaceae	Psychromonas antarctica
Psychromonadaceae	Psychromonas antarctica
Psychromonadaceae	Psychromonas antarctica
Psychromonadaceae	Psychromonas antarctica
Psychromonadaceae	Psychromonas antarcticus
Psychromonadaceae	Psychromonas kaikoae
Psychromonadaceae	Psychromonas kaikoae
Psychromonadaceae	Psychromonas kaikoae
Psychromonadaceae	Psychromonas kaikoae
Psychromonadaceae	Psychromonas kaikoae
Psychromonadaceae	Psychromonas kaikoae
Psychromonadaceae	Psychromonas kaikoae
Psychromonadaceae	Psychromonas kaikoae
Psychromonadaceae	Psychromonas sp.
Tenebrionidae	Pterohelaeus alternatus
Tenebrionidae	Pterohelaeus darlingensis
Thermoproteaceae	Pyrobaculum aerophilum
Thermoproteaceae	Pyrobaculum calidifontis
Thermoproteaceae	Pyrobaculum islandicum
Thermoproteaceae	Pyrobaculum oguniense
Thermoproteaceae	Pyrobaculum organotrophum
Thermococcaceae	Pyrococcus abyssi
Thermococcaceae	Pyrococcus furiosus
Thermococcaceae	Pyrococcus glycovorans
Thermococcaceae	Pyrococcus horikoshii
Pyrodictiaceae	Pyrodictium abyssi
Pyrodictiaceae	Pyrolobus fumarii
Flabellulidae	Rhizamoeba sp.
Comamonadaceae	Rhodoferax antarcticus
Microbacteriaceae	Rhodoglobus vestalii
Cryptomonadaceae	Rhodomonas salina
Aphididae	Rhopalosiphum rufiabdominalis
Bostrichidae	Rhyzopertha dominica
Bostrichidae	Rhyzopertha dominica
Bostrichidae	Rhyzopertha dominica
Bostrichidae	Rhyzopertha dominica
Rubrobacteraceae	Rubrobacter radiotolerans
Rubrobacteraceae	Rubrobacter radiotolerans
Rubrobacteraceae	Rubrobacter taiwanensis
Rubrobacteraceae	Rubrobacter taiwanensis
Rubrobacteraceae	Rubrobacter xylanophilus
Rubrobacteraceae	Rubrobacter xylanophilus
Hartmannellidae	Saccamoeba limax
Hartmannellidae	Saccamoeba limax
Pseudococcidae	Saccharicoccus sacchari
Saccharomycetaceae	Saccharomyces arboricolus
Saccharomycetaceae	Saccharomyces bayanus
Saccharomycetaceae	Saccharomyces bayanus
Saccharomycetaceae	Saccharomyces bayanus
Saccharomycetaceae	Saccharomyces cariocanus
Saccharomycetaceae	Saccharomyces cerevisiae
Saccharomycetaceae	Saccharomyces cerevisiae
Saccharomycetaceae	Saccharomyces cerevisiae
Saccharomycetaceae	Saccharomyces cerevisiae
Saccharomycetaceae	Saccharomyces cerevisiae
Saccharomycetaceae	Saccharomyces cerevisiae
Saccharomycetaceae	Saccharomyces cerevisiae
Saccharomycetaceae	Saccharomyces cerevisiae
Saccharomycetaceae	Saccharomyces cerevisiae
Saccharomycetaceae	Saccharomyces cerevisiae
Saccharomycetaceae	Saccharomyces cerevisiae
Saccharomycetaceae	Saccharomyces kudriavzevii
Saccharomycetaceae	Saccharomyces kudriavzevii
Saccharomycetaceae	Saccharomyces kudriavzevii
Saccharomycetaceae	Saccharomyces kudriavzevii
Saccharomycetaceae	Saccharomyces mikatae
Saccharomycetaceae	Saccharomyces paradoxus
Saccharomycetaceae	Saccharomyces paradoxus
Saccharomycetaceae	Saccharomyces paradoxus
Saccharomycetaceae	Saccharomyces rouxii
Saccharomycetaceae	Saccharomyces rouxii
Saccharomycetaceae	Saccharomyces rouxii
Saccharomycetaceae	Saccharomyces uvarum
Salinisphaeraceae	Salinisphaera hydrothermalis
Salmonidae	Salmo gairdneri
Enterobacteriaceae	Salmonella enterica
Enterobacteriaceae	Salmonella enterica
Enterobacteriaceae	Salmonella Typhimurium
Enterobacteriaceae	Salmonella typhimurium
Enterobacteriaceae	Salmonella typhimurium
Enterobacteriaceae	Salmonella typhimurium
Enterobacteriaceae	Salmonellae sp.
Enterobacteriaceae	Salmonellae sp.
Enterobacteriaceae	Salmonellae typhimurium
Enterobacteriaceae	Salmonellae typhimurium
Enterobacteriaceae	Salmonellae typhimurium
Enterobacteriaceae	Salmonellae typhimurium
Scenedesmaceae	Scenedesmus sp.
Thripidae	Scirtothrips perseae
Thripidae	Scolothrips longicornis
Selenomonadaceae	Selenomonas lipolytica
Yersiniaceae	Serratia marcescens
Shewanellaceae	Shewanella donghaensis
Shewanellaceae	Shewanella gelidimarina
Shewanellaceae	Shewanella gelidimarina
Shewanellaceae	Shewanella gelidimarina
Shewanellaceae	Shewanella oneidensis
Shewanellaceae	Shewanella sp.
Daphniidae	Simocephalus vetulus
Aphididae	Sitobion miscanthi
Aphididae	Sitobion near
Curculionidae	Sitophilus oryzae
Curculionidae	Sitophilus oryzae
Curculionidae	Sitophilus oryzae
Curculionidae	Sitophilus oryzae
Curculionidae	Sitophilus oryzae
Curculionidae	Sitophilus oryzae
Curculionidae	Sitophilus oryzae
Gelechiidae	Sitotroga cerealella
Gelechiidae	Sitotroga cerealella
Skeletonemataceae	Skeletonema costatum
Skeletonemataceae	Skeletonema costatum
Skeletonemataceae	Skeletonema costatum
Spirillaceae	Spirillum sp.
Spirochaetaceae	Spirochaeta africana
Spirochaetaceae	Spirochaeta alkalica
Spirochaetaceae	Spirochaeta asiatica
Halobacteroidaceae	Sporohalobacter lortetii
Halobacteroidaceae	Sporohalobacter marismortui
Sporomusaceae	Sporomusa acidovorans
Staphylococcaceae	Staphylococcus xylosus
Staphylococcaceae	Staphylococcus xylosus
Staphylococcaceae	Staphylococcus xylosus
Staphylococcaceae	Staphylococcus xylosus
Staphylococcaceae	Staphylococcus xylosus
Staphylococcaceae	Staphylococcus xylosus
Desulfurococcaceae	Staphylothermus marinus
Desulfurococcaceae	Staphylothermus marinus
Desmidiaceae	Staurastrum cingulum
Coscinodiscaceae	Stellarima microtrias
Coscinodiscaceae	Stellarima microtrias
Coscinodiscaceae	Stellarima microtrias
Coscinodiscaceae	Stellarima microtrias
Stereomyxidae	Stereomyxa ramosa
Coccinellidae	Stethorus gilvifrons
Coccinellidae	Stethorus punctillum
Desulfurococcaceae	Stetteria hydrogenophila
Prasiolaceae	Stichococcus bacillaris
Prasiolaceae	Stichococcus bacillaris
Prasiolaceae	Stichococcus minutus
Prasiolaceae	Stichococcus sp.
Streptococcaceae	Streptococcus thermophilus
Streptococcaceae	Streptococcus thermophilus
Streptococcaceae	Streptococcus thermophilus
Streptococcaceae	Streptococcus thermophilus
Streptococcaceae	Streptococcus thermophilus
Streptococcaceae	Streptococcus thermophilus
Streptococcaceae	Streptococcus thermophilus
Streptococcaceae	Streptococcus thermophilus
Streptococcaceae	Streptococcus thermophilus
Streptococcaceae	Streptococcus thermophilus
Streptococcaceae	Streptococcus thermophilus
Sulfolobaceae	Stygiolobus azoricus
Clostridiales	Sulfobacillus benefaciens
Clostridiales	Sulfobacillus sibiricus
Clostridiales	Sulfobacillus thermosulfidooxidans
Clostridiales	Sulfobacillus thermotolerans
Sulfolobaceae	Sulfolobus hakonensis
Sulfolobaceae	Sulfolobus metallicus
Sulfolobaceae	Sulfolobus metallicus
Sulfolobaceae	Sulfolobus metallicus
Sulfolobaceae	Sulfolobus sp.
Sulfolobaceae	Sulfolobus sp.
Sulfolobaceae	Sulfolobus tengchongensis
Sulfolobaceae	Sulfolobus yangmingensis
Desulfurococcaceae	Sulfophobococcus zilligii
Hydrogenothermaceae	Sulfurihydrogenibium kristjanssonii
Hydrogenothermaceae	Sulfurihydrogenibium rodmanii
Hydrogenothermaceae	Sulfurihydrogenibium yellowstonense
Helicobacteraceae	Sulfurimonas paralvinellae
Sulfolobaceae	Sulfurisphaera ohwakuensis
Piscirickettsiaceae	Sulfurivirga caldicuralii
Piscirickettsiaceae	Sulfurivirga caldicuralii
Symbiobacteriaceae	Symbiobacterium toebii
Synechococcaceae	Synechococcus clone
Synechococcaceae	Synechococcus clone
Synechococcaceae	Synechococcus clone
Synechococcaceae	Synechococcus clone
Synechococcaceae	Synechococcus clone
Synechococcaceae	Synechococcus lividus
Synechococcaceae	Synechococcus sp.
Merismopediaceae	Synechocystis sp.
Merismopediaceae	Synechocystis sp.
Merismopediaceae	Synechocystis sp.
Merismopediaceae	Synechocystis sp.
Merismopediaceae	Synechocystis sp.
Merismopediaceae	Synechocystis sp.
Merismopediaceae	Synechocystis sp.
Merismopediaceae	Synechocystis sp.
Merismopediaceae	Synechocystis sp.
Fragilariaceae	Synedra sp.
Fragilariaceae	Synedra sp.
Fragilariaceae	Synedra sp.
Fragilariaceae	Synedra sp.
Syntrophomonadaceae	Syntrophothermus lipocalidus
Mallomonadaceae	Synura sphagnicola
Mallomonadaceae	Synura sphagnicola
Mallomonadaceae	Synura sphagnicola
Mallomonadaceae	Synura sphagnicola
Mallomonadaceae	Synura sphagnicola
Mallomonadaceae	Synura sphagnicola
Mallomonadaceae	Synura sphagnicola
Mallomonadaceae	Synura sphagnicola
Tetranychidae	Tetranychus evansi
Tetranychidae	Tetranychus evansi
Tetranychidae	Tetranychus evansi
Tetranychidae	Tetranychus evansi
Tetranychidae	Tetranychus evansi
Tetranychidae	Tetranychus evansi
Tetranychidae	Tetranychus evansi
Tetranychidae	Tetranychus evansi
Eutreptiaceae	Tetreutreptia pomquetensis
Thalassiosiraceae	Thalassiosira eccentrica
Thalassiosiraceae	Thalassiosira nordenskioldii
Thalassiosiraceae	Thalassiosira pseudonana
Thalassiosiraceae	Thalassiosira pseudonana
Thalassiosiraceae	Thalassiosira pseudonana
Thalassiosiraceae	Thalassiosira pseudonana
Thalassiosiraceae	Thalassiosira pseudonana
Thalassiosiraceae	Thalassiosira pseudonana
Thalassiosiraceae	Thalassiosira pseudonana
Thalassiosiraceae	Thalassiosira pseudonana
Thalassiosiraceae	Thalassiosira pseudonana
Thalassiosiraceae	Thalassiosira pseudonana
Thalassiosiraceae	Thalassiosira pseudonana
Thalassiosiraceae	Thalassiosira pseudonana
Thalassiosiraceae	Thalassiosira pseudonana
Thalassiosiraceae	Thalassiosira pseudonana
Thalassiosiraceae	Thalassiosira rotula
Thalassiosiraceae	Thalassiosira rotula
Thalassiosiraceae	Thalassiosira rotula
Thalassiosiraceae	Thalassiosira rotula
Thalassiosiraceae	Thalassiosira rotula
Thalassiosiraceae	Thalassiosira rotula
Thalassiosiraceae	Thalassiosira rotula
Thalassiosiraceae	Thalassiosira rotula
Thalassiosiraceae	Thalassiosira rotula
Thalassiosiraceae	Thalassiosira rotula
Thalassiosiraceae	Thalassiosira rotula
Thalassiosiraceae	Thalassiosira rotula
Thalassiosiraceae	Thalassiosira rotula
Thalassiosiraceae	Thalassiosira rotula
Thalassiosiraceae	Thalassiosira weissflogii
Rhodospirillaceae	Thalassobaculum salexigens
Thermoanaerobacteraceae	Thermacetogenium phaeum
Clostridiales	Thermaerobacter marianensis
Thermoanaerobacteraceae	Thermanaeromonas toyohensis
Synergistaceae	Thermanaerovibrio velox
Thermoanaerobacteraceae	Thermoanaerobacter brockii
Thermoanaerobacteraceae	Thermoanaerobacter ethanolicus
Thermoanaerobacteraceae	Thermoanaerobacter keratinophilus
Thermoanaerobacteraceae	Thermoanaerobacter kivui
Thermoanaerobacteraceae	Thermoanaerobacter mathranii
Thermoanaerobacteraceae	Thermoanaerobacter siderophilus
Thermoanaerobacteraceae	Thermoanaerobacter subterraneus
Thermoanaerobacteraceae	Thermoanaerobacter sulfurigignens
Thermoanaerobacteraceae	Thermoanaerobacter sulfurigignens
Thermoanaerobacteraceae	Thermoanaerobacter tengcongensis
Thermoanaerobacteraceae	Thermoanaerobacter uzonensis
Thermoanaerobacteraceae	Thermoanaerobacter yonseiensis
Thermoanaerobacterales	Thermoanaerobacterium aotearoense
Thermoanaerobacteraceae	Thermoanaerobium brockii
Clostridiaceae	Thermobrachium celere
Thermoproteaceae	Thermocladium modestius
Thermococcaceae	Thermococcus acidaminovorans
Thermococcaceae	Thermococcus alcaliphilus
Thermococcaceae	Thermococcus atlanticus
Thermococcaceae	Thermococcus barophilus
Thermococcaceae	Thermococcus barophilus
Thermococcaceae	Thermococcus barossii
Thermococcaceae	Thermococcus celer
Thermococcaceae	Thermococcus celericrescens
Thermococcaceae	Thermococcus chitonophagus
Thermococcaceae	Thermococcus fumicolans
Thermococcaceae	Thermococcus gammatolerans
Thermococcaceae	Thermococcus hydrothermalis
Thermococcaceae	Thermococcus nautili
Thermococcaceae	Thermococcus peptonophilus
Thermococcaceae	Thermococcus prieurii
Thermococcaceae	Thermococcus profundus
Thermococcaceae	Thermococcus siculi
Thermococcaceae	Thermococcus sp.
Thermococcaceae	Thermococcus stetteri
Thermococcaceae	Thermococcus waiotapuensis
Aquificaceae	Thermocrinis ruber
Thermodesulfobacteriaceae	Thermodesulfatator atlanticus
Thermodesulfobacteriaceae	Thermodesulfobacterium commune
Thermodesulfobacteriaceae	Thermodesulfobacterium hveragerdense
Thermodesulfobacteriaceae	Thermodesulfobacterium hydrogeniphilum
Nitrospiraceae	Thermodesulfovibrio islandicus
Desulfurococcaceae	Thermogladius shockii
Clostridiaceae	Thermohalobacter berrensis
Anaerolineaceae	Thermomarinilinea lacunofontalis
Thermomicrobiaceae	Thermomicrobium fosteri
Xanthomonadaceae	Thermomonas haemolytica
Xanthomonadaceae	Thermomonas hydrothermalis
Thermonemataceae	Thermonema lapsum
Thermonemataceae	Thermonema rossianum
Thermonemataceae	Thermonema rossianum
Thermoplasmataceae	Thermoplasma acidophila
Thermoplasmataceae	Thermoplasma acidophila
Thermoproteaceae	Thermoproteus uzoniensis
Thermotogaceae	Thermosipho africanus
Thermotogaceae	Thermosipho geolei
Thermotogaceae	Thermosipho globiformans
Thermotogaceae	Thermosipho japonicus
Thermotogaceae	Thermosipho melanesiensis
Desulfurococcaceae	Thermosphaera aggregans
Thermodesulfobacteriaceae	Thermosulfurimonas dismutans
Syntrophomonadaceae	Thermosyntropha lipolytica
Syntrophomonadaceae	Thermosyntropha lipolytica
Syntrophomonadaceae	Thermosyntropha lipolytica
Burkholderiaceae	Thermothrix azorensis
Burkholderiaceae	Thermothrix thiopara
Burkholderiaceae	Thermothrix thioparus
Thermotogaceae	Thermotoga caldifontis
Thermotogaceae	Thermotoga hypogea
Thermotogaceae	Thermotoga lettingae
Thermotogaceae	Thermotoga maritima
Thermotogaceae	Thermotoga naphthophila
Thermotogaceae	Thermotoga petrophila
Thermotogaceae	Thermotoga profunda
Thermotogaceae	Thermotoga subterranea
Desulfurobacteriaceae	Thermovibrio ammonificans
Thermaceae	Thermus aquaticus
Thermaceae	Thermus aquaticus
Thermaceae	Thermus brockianus
Thermaceae	Thermus chliarophilus
Thermaceae	Thermus igniterrae
Thermaceae	Thermus ruber
Thermaceae	Thermus scotoductus
Thermaceae	Thermus silvanus
Thermaceae	Thermus sp.
Thermaceae	Thermus sp.
Thermaceae	Thermus thermophilus
Thiobacillaceae	Thiobacillus caldus
Thiobacillaceae	Thiobacillus hydrothermalis
Thiobacillaceae	Thiobacillus prosperus
Thiobacillaceae	Thiobacillus prosperus
Thiobacillaceae	Thiobacillus prosperus
Thiobacillaceae	Thiobacillus sp.
Thiobacillaceae	Thiobacillus tepidarius
Thiobacillaceae	Thiobacillus thermosulfatu
Thiobacillaceae	Thiobacillus thioparus
Piscirickettsiaceae	Thiomicrospira thermophila
Nautiliaceae	Thioreductor micantisoli
Thripidae	Thrips tabaci
Saccharomycetaceae	Torulaspora delbrueckii
Aphididae	Toxoptera aurantii
Aphididae	Toxoptera citricida
Aphididae	Toxoptera citricidus
Aphididae	Toxoptera citricidus
Aleyrodidae	Trialeurodes vaporariorum
Carnobacteriaceae	Trichococcus patagoniensis
Trichogrammatidae	Trichogramma pretiosum
Trichogrammatidae	Trichogramma pretiosum
Trichogrammatidae	Trichogrammatoidea bactrae
Trichogrammatidae	Trichogrammatoidea bactrae
Pteromalidae	Trichomalopsis sarcophagae
Braconidae	Trioxys utilis
Microcoleaceae	Tychonema bourrellyi
Acaridae	Tyrophagus putrescentiae
Acaridae	Tyrophagus putrescentiae
Erysiphaceae	Uncinula necator
Vahlkampfiidae	Vahlkampfia baltica
Vahlkampfiidae	Vahlkampfia damariscottae
Vannellidae	Vannella caledonica
Vannellidae	Vannella sp.
Vannellidae	Vannella sp.
Vannellidae	Vannella sp.
Vannellidae	Vannella sp.
Vexilliferidae	Vexillifera bacillipedes
Vibrionaceae	Vibrio alginolyticus
Vibrionaceae	Vibrio diabolicus
Vibrionaceae	Vibrio marinus
Vibrionaceae	Vibrio marinus
Vibrionaceae	Vibrio psychroerythrus
Vibrionaceae	Vibrio sp.
Vibrionaceae	Vibrio sp.
Vibrionaceae	Vibrio sp.
Vibrionaceae	Vibrio sp.
Vibrionaceae	Vibrio sp.
Vibrionaceae	Vibrio sp.
Vibrionaceae	Vibrio sp.
Vibrionaceae	Vibrio sp.
Vibrionaceae	Vibrio sp.
Vibrionaceae	Vibrio sp.
Vibrionaceae	Vibrio sp.
Xanthomonadaceae	Xanthomonas campestris
Xanthomonadaceae	Xylella fastidiosa
